Src-Tgt,NodeName,c_Index
1986,[plasma cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000786),994
1987,MZB1,994
1988,[plasma cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000786),995
1989,IGHG3,995
1990,[plasma cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000786),996
1991,IGHG1,996
1992,[plasma cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000786),997
1993,POU2AF1,997
1994,[plasma cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000786),998
1995,IGHGP,998
1996,[plasma cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000786),999
1997,IFNG-AS1,999
1998,[plasma cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000786),1000
1999,IGHA1,1000
2000,[plasma cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000786),1001
2001,TENT5C,1001
2002,[plasma cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000786),1002
2003,MEI1,1002
2004,[plasma cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000786),1003
2005,IGKC,1003
2006,[plasmacytoid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000784),1004
2007,CLEC4C,1004
2008,[plasmacytoid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000784),1005
2009,LINC01478,1005
2010,[plasmacytoid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000784),1006
2011,CLIC3,1006
2012,[plasmacytoid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000784),1007
2013,FAM129C,1007
2014,[plasmacytoid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000784),1008
2015,CUX2,1008
2016,[plasmacytoid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000784),1009
2017,VASH2,1009
2018,[plasmacytoid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000784),1010
2019,BCL11A,1010
2020,[plasmacytoid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000784),1011
2021,RUBCNL,1011
2022,[plasmacytoid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000784),1012
2023,LINC00996,1012
2024,[plasmacytoid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000784),1013
2025,FLT3,1013
2026,[glomerular visceral epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000653),1014
2027,NPHS2,1014
2028,[glomerular visceral epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000653),1015
2029,ADAMTS19,1015
2030,[glomerular visceral epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000653),1016
2031,WT1,1016
2032,[glomerular visceral epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000653),1017
2033,NPHS1,1017
2034,[glomerular visceral epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000653),1018
2035,FMN2,1018
2036,[glomerular visceral epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000653),1019
2037,NTNG1,1019
2038,[glomerular visceral epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000653),1020
2039,PTPRQ,1020
2040,[glomerular visceral epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000653),1021
2041,ZNF804A,1021
2042,[glomerular visceral epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000653),1022
2043,TARID,1022
2044,[glomerular visceral epithelial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000653),1023
2045,ARHGEF26,1023
2046,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1024
2047,AFM,1024
2048,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1025
2049,SLC36A2,1025
2050,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1026
2051,PLG,1026
2052,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1027
2053,PAH,1027
2054,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1028
2055,SLC13A1,1028
2056,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1029
2057,AGXT2,1029
2058,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1030
2059,SLC34A1,1030
2060,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1031
2061,ACMSD,1031
2062,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1032
2063,SLC28A1,1032
2064,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1033
2065,SLC17A1,1033
2066,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1034
2067,SMIM2-AS1,1034
2068,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1035
2069,SLC13A3,1035
2070,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1036
2071,ACSM2B,1036
2072,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1037
2073,ACSM2A,1037
2074,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1038
2075,CLDN10,1038
2076,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1039
2077,SLC2A9,1039
2078,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1040
2079,SLC5A12,1040
2080,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1041
2081,SUGCT,1041
2082,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1042
2083,CRYL1,1042
2084,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1043
2085,ERRFI1,1043
2086,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1044
2087,AGXT2,1044
2088,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1045
2089,CDH9,1045
2090,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1046
2091,LINC00671,1046
2092,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1047
2093,ACMSD,1047
2094,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1048
2095,SLC28A1,1048
2096,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1049
2097,SMIM2-AS1,1049
2098,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1050
2099,TINAG,1050
2100,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1051
2101,SLC13A1,1051
2102,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1052
2103,SLC6A13,1052
2104,[epithelial cell of proximal tubule](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002306),1053
2105,DPYS,1053
2106,[kidney granular cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000648),1054
2107,ABCC8,1054
2108,[kidney granular cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000648),1055
2109,REN,1055
2110,[kidney granular cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000648),1056
2111,COL13A1,1056
2112,[kidney granular cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000648),1057
2113,CACNB2,1057
2114,[kidney granular cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000648),1058
2115,ADCY3,1058
2116,[kidney granular cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000648),1059
2117,PIP5K1B,1059
2118,[kidney granular cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000648),1060
2119,WFDC1,1060
2120,[kidney granular cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000648),1061
2121,GRID2,1061
2122,[kidney granular cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000648),1062
2123,PRKG1,1062
2124,[kidney granular cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000648),1063
2125,SLIT3,1063
2126,[Schwann cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002573),1064
2127,CDH19,1064
2128,[Schwann cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002573),1065
2129,NRXN1,1065
2130,[Schwann cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002573),1066
2131,PRIMA1,1066
2132,[Schwann cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002573),1067
2133,ZNF536,1067
2134,[Schwann cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002573),1068
2135,NCAM1,1068
2136,[Schwann cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002573),1069
2137,CADM2,1069
2138,[Schwann cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002573),1070
2139,GINS3,1070
2140,[Schwann cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002573),1071
2141,CYP27C1,1071
2142,[Schwann cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002573),1072
2143,SCN7A,1072
2144,[Schwann cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002573),1073
2145,KIRREL3,1073
2146,[T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_000084),1074
2147,IL7R,1074
2148,[T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_000084),1075
2149,THEMIS,1075
2150,[T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_000084),1076
2151,ITK,1076
2152,[T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_000084),1077
2153,BCL11B,1077
2154,[T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_000084),1078
2155,LINC01934,1078
2156,[T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_000084),1079
2157,SLFN12L,1079
2158,[T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_000084),1080
2159,CAMK4,1080
2160,[T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_000084),1081
2161,RHOH,1081
2162,[T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_000084),1082
2163,CD247,1082
2164,[T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_000084),1083
2165,CD96,1083
2166,[macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000235),1084
2167,MS4A6A,1084
2168,[macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000235),1085
2169,CD163,1085
2170,[macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000235),1086
2171,STAB1,1086
2172,[macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000235),1087
2173,SLC1A3,1087
2174,[macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000235),1088
2175,COLEC12,1088
2176,[macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000235),1089
2177,F13A1,1089
2178,[macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000235),1090
2179,MRC1,1090
2180,[macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000235),1091
2181,TLR2,1091
2182,[macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000235),1092
2183,CD163L1,1092
2184,[macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000235),1093
2185,SLCO2B1,1093
2186,[vascular associated smooth muscle cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000359),1094
2187,PDGFRB,1094
2188,[vascular associated smooth muscle cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000359),1095
2189,CARMN,1095
2190,[vascular associated smooth muscle cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000359),1096
2191,PRR16,1096
2192,[vascular associated smooth muscle cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000359),1097
2193,CCDC102B,1097
2194,[vascular associated smooth muscle cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000359),1098
2195,ADGRL3,1098
2196,[vascular associated smooth muscle cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000359),1099
2197,RGS5,1099
2198,[vascular associated smooth muscle cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000359),1100
2199,MAP1B,1100
2200,[vascular associated smooth muscle cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000359),1101
2201,COL25A1,1101
2202,[vascular associated smooth muscle cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000359),1102
2203,DLC1,1102
2204,[vascular associated smooth muscle cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000359),1103
2205,HS6ST3,1103
2206,[type I pneumocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002062),1104
2207,EMP2,1104
2208,[type I pneumocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002062),1105
2209, AGER,1105
2210,[type I pneumocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002062),1106
2211, GPRC5A,1106
2212,[type I pneumocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002062),1107
2213, LMO7,1107
2214,[type I pneumocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002062),1108
2215, RTKN2,1108
2216,[type I pneumocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002062),1109
2217, ARHGEF26,1109
2218,[type I pneumocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002062),1110
2219, LAMA3,1110
2220,[type I pneumocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002062),1111
2221, DST,1111
2222,[type I pneumocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002062),1112
2223, SPOCK2,1112
2224,[type I pneumocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002062),1113
2225, SCEL,1113
2226,[B cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000236),1114
2227,MS4A1,1114
2228,[B cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000236),1115
2229, BANK1,1115
2230,[B cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000236),1116
2231, LINC00926,1116
2232,[B cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000236),1117
2233, CD79A,1117
2234,[B cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000236),1118
2235, BLK,1118
2236,[B cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000236),1119
2237, CD79B,1119
2238,[B cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000236),1120
2239, VPREB3,1120
2240,[B cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000236),1121
2241, SP140,1121
2242,[B cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000236),1122
2243, CD22,1122
2244,[B cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000236),1123
2245, ADAM28,1123
2246,[basal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000646),1124
2247,KRT15,1124
2248,[basal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000646),1125
2249, S100A2,1125
2250,[basal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000646),1126
2251, KRT17,1126
2252,[basal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000646),1127
2253, KRT5,1127
2254,[basal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000646),1128
2255, KRT19,1128
2256,[basal cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000646),1129
